target_text,source_text,privacy_mask,span_labels,mbert_text_tokens,mbert_bio_labels,id,language
"Can you confirm the efficacy of our sleep hygiene program at [STREET], [SECONDARYADDRESS]? Kindly reply by [TIME].","Can you confirm the efficacy of our sleep hygiene program at 040 Zamora Junctions, Apt. 938? Kindly reply by 14:06:06.","[{'value': '040 Zamora Junctions', 'start': 61, 'end': 68, 'label': 'STREET'}, {'value': 'Apt. 938', 'start': 71, 'end': 88, 'label': 'SECONDARYADDRESS'}, {'value': '14:06:06', 'start': 107, 'end': 112, 'label': 'TIME'}]","[[0, 61, 'O'], [61, 68, 'STREET'], [68, 71, 'O'], [71, 88, 'SECONDARYADDRESS'], [88, 107, 'O'], [107, 112, 'TIME'], [112, 118, 'O']]","['Can', 'you', 'con', '##fir', '##m', 'the', 'ef', '##fica', '##cy', 'of', 'our', 'sleep', 'hy', '##giene', 'program', 'at', '040', 'Zamora', 'Junction', '##s', ',', 'A', '##pt', '.', '938', '?', 'Kind', '##ly', 'rep', '##ly', 'by', '14', ':', '06', ':', '06', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-STREET', 'O', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'I-SECONDARYADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O']",209286,en
"""In the bustling city of [IPV4], I found solace in the pages of psychology books, uncovering the mysteries of the human mind. It's fascinating how our thoughts and emotions shape our world, isn't it? #PsychologyEnthusiast""","""In the bustling city of 129.82.244.217, I found solace in the pages of psychology books, uncovering the mysteries of the human mind. It's fascinating how our thoughts and emotions shape our world, isn't it? #PsychologyEnthusiast""","[{'value': '129.82.244.217', 'start': 25, 'end': 30, 'label': 'IPV4'}]","[[0, 25, 'O'], [25, 30, 'IPV4'], [30, 230, 'O']]","['""', 'In', 'the', 'bus', '##tling', 'city', 'of', '129', '.', '82', '.', '244', '.', '217', ',', 'I', 'found', 'sola', '##ce', 'in', 'the', 'pages', 'of', 'psychology', 'books', ',', 'un', '##cover', '##ing', 'the', 'my', '##steries', 'of', 'the', 'human', 'mind', '.', 'It', ""'"", 's', 'fa', '##sci', '##nating', 'how', 'our', 'thought', '##s', 'and', 'em', '##otions', 'shape', 'our', 'world', ',', 'isn', ""'"", 't', 'it', '?', '#', 'Psychology', '##E', '##nthus', '##ias', '##t', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IPV4', 'I-IPV4', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209287,en
"I am writing to remind you that your monthly therapy session fee of [AMOUNT] is due. Please transfer it to the Ether address [ETHEREUMADDRESS]. Your mental health matters, and timely payments ensure continuous support.","I am writing to remind you that your monthly therapy session fee of 2831.01 is due. Please transfer it to the Ether address 0xEEb8CdDeC7f63Af2dED28b5B14Ee580712c8eefE. Your mental health matters, and timely payments ensure continuous support.","[{'value': '2831.01', 'start': 68, 'end': 75, 'label': 'AMOUNT'}, {'value': '0xEEb8CdDeC7f63Af2dED28b5B14Ee580712c8eefE', 'start': 125, 'end': 141, 'label': 'ETHEREUMADDRESS'}]","[[0, 68, 'O'], [68, 75, 'AMOUNT'], [75, 125, 'O'], [125, 141, 'ETHEREUMADDRESS'], [141, 242, 'O']]","['I', 'am', 'writing', 'to', 're', '##min', '##d', 'you', 'that', 'your', 'monthly', 'therapy', 'session', 'fee', 'of', '283', '##1', '.', '01', 'is', 'due', '.', 'Please', 'transfer', 'it', 'to', 'the', 'Et', '##her', 'address', '0', '##x', '##EE', '##b', '##8', '##C', '##d', '##D', '##e', '##C', '##7', '##f6', '##3', '##A', '##f', '##2', '##d', '##ED', '##28', '##b', '##5', '##B', '##14', '##E', '##e', '##58', '##0', '##71', '##2', '##c', '##8', '##ee', '##f', '##E', '.', 'Your', 'mental', 'health', 'matters', ',', 'and', 'time', '##ly', 'payments', 'ensure', 'continuous', 'support', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AMOUNT', 'I-AMOUNT', 'I-AMOUNT', 'I-AMOUNT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'I-ETHEREUMADDRESS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209288,en
"Subject: Land Use Inquiry in [CITY] Dear [FIRSTNAME] [LASTNAME], I hope this email finds you well. I am reaching out to inquire about the land use laws in [CITY]. As a resident of this vibrant city, I am keen on understanding the regulations that govern property development and usage. Your expertise in this area would be invaluable to me. Could you please provide some insights or direct me to relevant resources? I am particularly interested in how these laws impact residential properties and small businesses. Thank you for your time and assistance. I look forward to your response. Best regards, [YOURFIRSTNAME] [YOURLASTNAME] [YOUREMAIL]","Subject: Land Use Inquiry in North Courtneyview Dear Maria Hill, I hope this email finds you well. I am reaching out to inquire about the land use laws in North Courtneyview. As a resident of this vibrant city, I am keen on understanding the regulations that govern property development and usage. Your expertise in this area would be invaluable to me. Could you please provide some insights or direct me to relevant resources? I am particularly interested in how these laws impact residential properties and small businesses. Thank you for your time and assistance. I look forward to your response. Best regards, [YOURFIRSTNAME] [YOURLASTNAME] [YOUREMAIL]","[{'value': 'North Courtneyview', 'start': 29, 'end': 34, 'label': 'CITY'}, {'value': 'Maria', 'start': 41, 'end': 51, 'label': 'FIRSTNAME'}, {'value': 'Hill', 'start': 53, 'end': 62, 'label': 'LASTNAME'}, {'value': 'North Courtneyview', 'start': 155, 'end': 160, 'label': 'CITY'}]","[[0, 29, 'O'], [29, 34, 'CITY'], [34, 41, 'O'], [41, 51, 'FIRSTNAME'], [51, 53, 'O'], [53, 62, 'LASTNAME'], [62, 155, 'O'], [155, 160, 'CITY'], [160, 656, 'O']]","['Sub', '##ject', ':', 'Land', 'Use', 'In', '##quiry', 'in', 'North', 'Courtney', '##view', 'Dear', 'Maria', 'Hill', ',', 'I', 'hope', 'this', 'email', 'finds', 'you', 'well', '.', 'I', 'am', 'reaching', 'out', 'to', 'in', '##quire', 'about', 'the', 'land', 'use', 'laws', 'in', 'North', 'Courtney', '##view', '.', 'As', 'a', 'resident', 'of', 'this', 'vi', '##bran', '##t', 'city', ',', 'I', 'am', 'keen', 'on', 'understanding', 'the', 'regulations', 'that', 'govern', 'property', 'development', 'and', 'usage', '.', 'Your', 'expertise', 'in', 'this', 'area', 'would', 'be', 'in', '##val', '##uable', 'to', 'me', '.', 'Could', 'you', 'pl', '##eas', '##e', 'provide', 'some', 'ins', '##ights', 'or', 'direct', 'me', 'to', 'relevant', 'resources', '?', 'I', 'am', 'particularly', 'interested', 'in', 'how', 'these', 'laws', 'impact', 'residential', 'properties', 'and', 'small', 'businesses', '.', 'Thank', 'you', 'for', 'your', 'time', 'and', 'assistance', '.', 'I', 'look', 'forward', 'to', 'your', 'response', '.', 'Best', 'regard', '##s', ',', '[', 'YOU', '##RF', '##IR', '##ST', '##NA', '##ME', ']', '[', 'YOU', '##R', '##LA', '##ST', '##NA', '##ME', ']', '[', 'YOU', '##RE', '##MA', '##IL', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'I-FIRSTNAME', 'O', 'B-LASTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209289,en
"Hey [USERNAME], just a heads up, it seems there's a potential security law violation on your account [ACCOUNTNAME] ([ACCOUNTNUMBER]). Please take a moment to review the details at [URL]. Thanks!","Hey wjohnson, just a heads up, it seems there's a potential security law violation on your account Heather Hopkins MD (0327197419). Please take a moment to review the details at http://hernandez.com/. Thanks!","[{'value': 'wjohnson', 'start': 4, 'end': 13, 'label': 'USERNAME'}, {'value': 'Heather Hopkins MD', 'start': 101, 'end': 113, 'label': 'ACCOUNTNAME'}, {'value': '0327197419', 'start': 116, 'end': 130, 'label': 'ACCOUNTNUMBER'}, {'value': 'http://hernandez.com/', 'start': 180, 'end': 184, 'label': 'URL'}]","[[0, 4, 'O'], [4, 13, 'USERNAME'], [13, 101, 'O'], [101, 113, 'ACCOUNTNAME'], [113, 116, 'O'], [116, 130, 'ACCOUNTNUMBER'], [130, 180, 'O'], [180, 184, 'URL'], [184, 208, 'O']]","['Hey', 'w', '##jo', '##hn', '##son', ',', 'just', 'a', 'heads', 'up', ',', 'it', 'seems', 'there', ""'"", 's', 'a', 'potential', 'security', 'law', 'violation', 'on', 'your', 'account', 'Heather', 'Hopkins', 'MD', '(', '032', '##71', '##97', '##41', '##9', ')', '.', 'Please', 'take', 'a', 'moment', 'to', 'review', 'the', 'details', 'at', 'http', ':', '/', '/', 'her', '##nan', '##dez', '.', 'com', '/', '.', 'Thank', '##s', '!']","['O', 'B-USERNAME', 'I-USERNAME', 'I-USERNAME', 'I-USERNAME', 'I-USERNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'I-ACCOUNTNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-URL', 'I-URL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209290,en
"After reviewing global finance trends, we've stored our new investment strategy on IP [IP]. Access it using the password [PASSWORD]. Remember, secure data is key in finance!","After reviewing global finance trends, we've stored our new investment strategy on IP 43.17.253.138. Access it using the password keZ5N$xDF$. Remember, secure data is key in finance!","[{'value': '43.17.253.138', 'start': 86, 'end': 89, 'label': 'IP'}, {'value': 'keZ5N$xDF$', 'start': 121, 'end': 130, 'label': 'PASSWORD'}]","[[0, 86, 'O'], [86, 89, 'IP'], [89, 121, 'O'], [121, 130, 'PASSWORD'], [130, 182, 'O']]","['After', 'review', '##ing', 'global', 'finance', 'trends', ',', 'we', ""'"", 've', 'stored', 'our', 'new', 'investment', 'strategy', 'on', 'IP', '43', '.', '17', '.', '253', '.', '138', '.', 'Access', 'it', 'using', 'the', 'pass', '##word', 'ke', '##Z', '##5', '##N', '$', 'x', '##D', '##F', '$', '.', 'Remember', ',', 'secure', 'data', 'is', 'key', 'in', 'finance', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IP', 'I-IP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PASSWORD', 'I-PASSWORD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209291,en
Reminder for all financial analysts: Please ensure your [EMAIL] and [PHONENUMBER] are current in our database for efficient communication. Your prompt response will enhance our workflow.,Reminder for all financial analysts: Please ensure your markcobb@example.com and 001-576-471-9096x663 are current in our database for efficient communication. Your prompt response will enhance our workflow.,"[{'value': 'markcobb@example.com', 'start': 56, 'end': 62, 'label': 'EMAIL'}, {'value': '001-576-471-9096x663', 'start': 68, 'end': 80, 'label': 'PHONENUMBER'}]","[[0, 56, 'O'], [56, 62, 'EMAIL'], [62, 68, 'O'], [68, 80, 'PHONENUMBER'], [80, 206, 'O']]","['Re', '##min', '##der', 'for', 'all', 'financial', 'anal', '##yst', '##s', ':', 'Please', 'ensure', 'your', 'mark', '##co', '##bb', '@', 'example', '.', 'com', 'and', '001', '-', '576', '-', '471', '-', '909', '##6', '##x', '##66', '##3', 'are', 'current', 'in', 'our', 'database', 'for', 'efficient', 'communication', '.', 'Your', 'pro', '##mpt', 'response', 'will', 'en', '##hance', 'our', 'work', '##flow', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EMAIL', 'I-EMAIL', 'O', 'O', 'O', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209292,en
"In the realm of finance, [LASTNAME], a resident of [STREET] [BUILDINGNUMBER], is making waves. This [GENDER] individual, known as [PREFIX] [LASTNAME], has been instrumental in shaping investment strategies. You can reach [HIM/HER/THEM] via [PHONENUMBER] or [EMAIL] for expert advice.","In the realm of finance, Compton, a resident of 32763 Kelly Plaza Apt. 987 2784, is making waves. This Female individual, known as Mx. Compton, has been instrumental in shaping investment strategies. You can reach [HIM/HER/THEM] via 562-916-3959x767 or shawwilliam@example.org for expert advice.","[{'value': 'Compton', 'start': 25, 'end': 34, 'label': 'LASTNAME'}, {'value': '32763 Kelly Plaza Apt. 987', 'start': 51, 'end': 58, 'label': 'STREET'}, {'value': '2784', 'start': 60, 'end': 75, 'label': 'BUILDINGNUMBER'}, {'value': 'Female', 'start': 100, 'end': 107, 'label': 'GENDER'}, {'value': 'Mx.', 'start': 130, 'end': 137, 'label': 'PREFIX'}, {'value': 'Compton', 'start': 139, 'end': 148, 'label': 'LASTNAME'}, {'value': '562-916-3959x767', 'start': 240, 'end': 252, 'label': 'PHONENUMBER'}, {'value': 'shawwilliam@example.org', 'start': 257, 'end': 263, 'label': 'EMAIL'}]","[[0, 25, 'O'], [25, 34, 'LASTNAME'], [34, 51, 'O'], [51, 58, 'STREET'], [58, 60, 'O'], [60, 75, 'BUILDINGNUMBER'], [75, 100, 'O'], [100, 107, 'GENDER'], [107, 130, 'O'], [130, 137, 'PREFIX'], [137, 139, 'O'], [139, 148, 'LASTNAME'], [148, 240, 'O'], [240, 252, 'PHONENUMBER'], [252, 257, 'O'], [257, 263, 'EMAIL'], [263, 295, 'O']]","['In', 'the', 'real', '##m', 'of', 'finance', ',', 'Compton', ',', 'a', 'resident', 'of', '327', '##6', '##3', 'Kelly', 'Plaza', 'A', '##pt', '.', '987', '278', '##4', ',', 'is', 'making', 'waves', '.', 'This', 'Female', 'individual', ',', 'known', 'as', 'M', '##x', '.', 'Compton', ',', 'has', 'been', 'instrumental', 'in', 'sh', '##api', '##ng', 'investment', 'strategies', '.', 'You', 'can', 'reach', '[', 'H', '##IM', '/', 'H', '##ER', '/', 'THE', '##M', ']', 'via', '562', '-', '916', '-', '395', '##9', '##x', '##7', '##6', '##7', 'or', 'sh', '##aw', '##wil', '##lia', '##m', '@', 'example', '.', 'org', 'for', 'expert', 'advice', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LASTNAME', 'I-LASTNAME', 'O', 'O', 'O', 'O', 'B-STREET', 'I-STREET', 'O', 'B-BUILDINGNUMBER', 'I-BUILDINGNUMBER', 'I-BUILDINGNUMBER', 'I-BUILDINGNUMBER', 'I-BUILDINGNUMBER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PREFIX', 'I-PREFIX', 'I-PREFIX', 'O', 'I-LASTNAME', 'I-LASTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'O', 'O', 'B-EMAIL', 'I-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209293,en
"Dear [JOBTITLE], we've detected unusual activity on our network from IP [IPV4]. Please investigate and email your findings to [EMAIL]. Urgent action required!","Dear Magazine features editor, we've detected unusual activity on our network from IP 75.188.168.145. Please investigate and email your findings to john93@example.org. Urgent action required!","[{'value': 'Magazine features editor', 'start': 5, 'end': 14, 'label': 'JOBTITLE'}, {'value': '75.188.168.145', 'start': 72, 'end': 77, 'label': 'IPV4'}, {'value': 'john93@example.org', 'start': 126, 'end': 132, 'label': 'EMAIL'}]","[[0, 5, 'O'], [5, 14, 'JOBTITLE'], [14, 72, 'O'], [72, 77, 'IPV4'], [77, 126, 'O'], [126, 132, 'EMAIL'], [132, 191, 'O']]","['Dear', 'Magazine', 'features', 'editor', ',', 'we', ""'"", 've', 'det', '##ected', 'unusual', 'activity', 'on', 'our', 'network', 'from', 'IP', '75', '.', '188', '.', '168', '.', '145', '.', 'Please', 'investigate', 'and', 'email', 'your', 'findings', 'to', 'jo', '##hn', '##9', '##3', '@', 'example', '.', 'org', '.', 'Ur', '##gent', 'action', 'required', '!']","['O', 'B-JOBTITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209294,en
"[LASTNAME], your appointment for the financial consultation with [PREFIX] Smith on [DATE] has been scheduled. Please use this link [URL] to join the session. Any questions? Reach out to us at [PHONENUMBER] or [EMAIL]. Thank you.","Gentry, your appointment for the financial consultation with Dr. Smith on 2014-04-04 has been scheduled. Please use this link http://hunt.com/ to join the session. Any questions? Reach out to us at 273-244-9088x2911 or jason67@example.org. Thank you.","[{'value': 'Gentry', 'start': 0, 'end': 9, 'label': 'LASTNAME'}, {'value': 'Dr.', 'start': 65, 'end': 72, 'label': 'PREFIX'}, {'value': '2014-04-04', 'start': 83, 'end': 88, 'label': 'DATE'}, {'value': 'http://hunt.com/', 'start': 131, 'end': 135, 'label': 'URL'}, {'value': '273-244-9088x2911', 'start': 192, 'end': 204, 'label': 'PHONENUMBER'}, {'value': 'jason67@example.org', 'start': 209, 'end': 215, 'label': 'EMAIL'}]","[[0, 9, 'LASTNAME'], [9, 65, 'O'], [65, 72, 'PREFIX'], [72, 83, 'O'], [83, 88, 'DATE'], [88, 131, 'O'], [131, 135, 'URL'], [135, 192, 'O'], [192, 204, 'PHONENUMBER'], [204, 209, 'O'], [209, 215, 'EMAIL'], [215, 250, 'O']]","['Gent', '##ry', ',', 'your', 'appointment', 'for', 'the', 'financial', 'consulta', '##tion', 'with', 'Dr', '.', 'Smith', 'on', '2014', '-', '04', '-', '04', 'has', 'been', 'scheduled', '.', 'Please', 'use', 'this', 'link', 'http', ':', '/', '/', 'hun', '##t', '.', 'com', '/', 'to', 'join', 'the', 'session', '.', 'Any', 'questions', '?', 'Re', '##ach', 'out', 'to', 'us', 'at', '273', '-', '244', '-', '908', '##8', '##x', '##2', '##91', '##1', 'or', 'jaso', '##n', '##6', '##7', '@', 'example', '.', 'org', '.', 'Thank', 'you', '.']","['B-LASTNAME', 'I-LASTNAME', 'I-LASTNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PREFIX', 'O', 'O', 'O', 'O', 'O', 'O', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-URL', 'I-URL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'I-PHONENUMBER', 'O', 'O', 'O', 'B-EMAIL', 'I-EMAIL', 'I-EMAIL', 'I-EMAIL', 'I-EMAIL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209295,en
"For our latest market analysis, we need your expertise in Finance. Specifically, we're looking at buying patterns among female customers. Could you slice the demographic data by ZIPCODE? This will help us understand regional trends better.","For our latest market analysis, we need your expertise in Finance. Specifically, we're looking at buying patterns among female customers. Could you slice the demographic data by ZIPCODE? This will help us understand regional trends better.",[],"[[0, 239, 'O']]","['For', 'our', 'latest', 'market', 'analysis', ',', 'we', 'need', 'your', 'expertise', 'in', 'Finance', '.', 'Sp', '##eci', '##fica', '##lly', ',', 'we', ""'"", 're', 'looking', 'at', 'buy', '##ing', 'patterns', 'among', 'female', 'customers', '.', 'Could', 'you', 'sl', '##ice', 'the', 'demo', '##graphic', 'data', 'by', 'Z', '##IP', '##CO', '##DE', '?', 'This', 'will', 'help', 'us', 'understand', 'regional', 'trends', 'better', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209296,en
"Hello [SEX], we've noticed some unusual activity on your account from [IP]. As you're trying to register for distance learning courses, we need to confirm your identity and ensure your account's security. Can you please verify some details?","Hello M, we've noticed some unusual activity on your account from 87.12.241.50. As you're trying to register for distance learning courses, we need to confirm your identity and ensure your account's security. Can you please verify some details?","[{'value': 'M', 'start': 6, 'end': 10, 'label': 'SEX'}, {'value': '87.12.241.50', 'start': 70, 'end': 73, 'label': 'IP'}]","[[0, 6, 'O'], [6, 10, 'SEX'], [10, 70, 'O'], [70, 73, 'IP'], [73, 244, 'O']]","['Hello', 'M', ',', 'we', ""'"", 've', 'notice', '##d', 'some', 'unusual', 'activity', 'on', 'your', 'account', 'from', '87', '.', '12', '.', '241', '.', '50', '.', 'As', 'you', ""'"", 're', 'trying', 'to', 'register', 'for', 'distance', 'learning', 'courses', ',', 'we', 'need', 'to', 'con', '##fir', '##m', 'your', 'identity', 'and', 'ensure', 'your', 'account', ""'"", 's', 'security', '.', 'Can', 'you', 'pl', '##eas', '##e', 'veri', '##fy', 'some', 'details', '?']","['O', 'B-SEX', 'I-SEX', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-IP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209297,en
"By [TIME] today, we need a thorough analysis of bank account [IBAN] transactions. CBIC details - [BIC]. Please ensure all details are accurate for our audit.","By 17:57:46 today, we need a thorough analysis of bank account DE562261885090719228 transactions. CBIC details - VkEpFGtT. Please ensure all details are accurate for our audit.","[{'value': '17:57:46', 'start': 3, 'end': 8, 'label': 'TIME'}, {'value': 'DE562261885090719228', 'start': 61, 'end': 66, 'label': 'IBAN'}, {'value': 'VkEpFGtT', 'start': 97, 'end': 101, 'label': 'BIC'}]","[[0, 3, 'O'], [3, 8, 'TIME'], [8, 61, 'O'], [61, 66, 'IBAN'], [66, 97, 'O'], [97, 101, 'BIC'], [101, 176, 'O']]","['By', '17', ':', '57', ':', '46', 'today', ',', 'we', 'need', 'a', 'th', '##oro', '##ugh', 'analysis', 'of', 'bank', 'account', 'DE', '##5', '##6', '##22', '##6', '##18', '##85', '##0', '##90', '##71', '##9', '##22', '##8', 'transaction', '##s', '.', 'CB', '##IC', 'details', '-', 'V', '##k', '##E', '##p', '##F', '##G', '##t', '##T', '.', 'Please', 'ensure', 'all', 'details', 'are', 'accurate', 'for', 'our', 'au', '##dit', '.']","['O', 'B-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-IBAN', 'I-IBAN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-BIC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",209298,en
